series,step,probe_loss
vLLM lora_only nu50,18180,0.283787
vLLM lora_only nu50,18190,0.248381
vLLM lora_only nu50,18200,0.244824
vLLM lora_only nu50,18210,0.188798
vLLM lora_only nu50,18220,0.216046
vLLM lora_only nu50,18230,0.253211
vLLM lora_only nu50,18240,0.285324
vLLM lora_only nu50,18250,0.24473
vLLM lora_only nu50,18260,0.226536
vLLM lora_only nu50,18270,0.216359
vLLM lora_only nu50,18280,0.187498
vLLM lora_only nu50,18290,0.212098
vLLM lora_only nu50,18300,0.192544
vLLM lora_only nu50,18310,0.302626
vLLM lora_only nu50,18320,0.281634
vLLM lora_only nu50,18330,0.16231
vLLM lora_only nu50,18340,0.236229
vLLM lora_only nu50,18350,0.200855
vLLM lora_only nu50,18360,0.210461
vLLM lora_only nu50,18370,0.252702
vLLM lora_only nu50,18380,0.233411
vLLM lora_only nu50,18390,0.177104
vLLM lora_only nu50,18400,0.214604
vLLM lora_only nu50,18410,0.243334
vLLM lora_only nu50,18420,0.226258
vLLM lora_only nu50,18430,0.28773
vLLM lora_only nu50,18440,0.242036
vLLM lora_only nu50,18450,0.222956
vLLM lora_only nu50,18460,0.256183
vLLM lora_only nu50,18470,0.257425
vLLM lora_only nu50,18480,0.25749
vLLM lora_only nu50,18490,0.27674
vLLM lora_only nu50,18500,0.278401
vLLM lora_only nu50,18510,0.255026
vLLM lora_only nu50,18520,0.232934
vLLM lora_only nu50,18530,0.170743
vLLM lora_only nu50,18540,0.231881
vLLM lora_only nu50,18550,0.276532
vLLM lora_only nu50,18560,0.252716
vLLM lora_only nu50,18570,0.289015
vLLM lora_only nu50,18580,0.260194
vLLM lora_only nu50,18590,0.217485
vLLM lora_only nu50,18600,0.253662
vLLM lora_only nu50,18610,0.186018
vLLM lora_only nu50,18620,0.293158
vLLM lora_only nu50,18630,0.224298
vLLM lora_only nu50,18640,0.158368
vLLM lora_only nu50,18650,0.249858
vLLM lora_only nu50,18660,0.202454
vLLM lora_only nu50,18670,0.25333
vLLM lora_only nu50,18680,0.304631
vLLM lora_only nu50,18690,0.308269
vLLM lora_only nu50,18700,0.253424
vLLM lora_only nu50,18710,0.264376
vLLM lora_only nu50,18720,0.178555
vLLM lora_only nu50,18730,0.222666
vLLM lora_only nu50,18740,0.293592
vLLM lora_only nu50,18750,0.212747
vLLM lora_only nu50,18760,0.211322
vLLM lora_only nu50,18770,0.231941
vLLM lora_only nu50,18780,0.180099
vLLM lora_only nu50,18790,0.236466
vLLM lora_only nu50,18800,0.207405
vLLM lora_only nu50,18810,0.214822
vLLM lora_only nu50,18820,0.214966
vLLM lora_only nu50,18830,0.213032
vLLM lora_only nu50,18840,0.191372
vLLM lora_only nu50,18850,0.199333
vLLM lora_only nu50,18860,0.354083
vLLM lora_only nu50,18870,0.275172
vLLM lora_only nu50,18880,0.331678
vLLM lora_only nu50,18890,0.236469
vLLM lora_only nu50,18900,0.350216
vLLM lora_only nu50,18910,0.254011
vLLM lora_only nu50,18920,0.216622
vLLM lora_only nu50,18930,0.336948
vLLM lora_only nu50,18940,0.315323
vLLM lora_only nu50,18950,0.185143
vLLM lora_only nu50,18960,0.270248
vLLM lora_only nu50,18970,0.224894
vLLM lora_only nu50,18980,0.235823
vLLM lora_only nu50,18990,0.286953
vLLM lora_only nu50,19000,0.249348
vLLM lora_only nu50,19010,0.223238
vLLM lora_only nu50,19020,0.222429
vLLM lora_only nu50,19030,0.174998
vLLM lora_only nu50,19040,0.224264
vLLM lora_only nu50,19050,0.254754
vLLM lora_only nu50,19060,0.227646
vLLM lora_only nu50,19070,0.217853
vLLM lora_only nu50,19080,0.226936
vLLM lora_only nu50,19090,0.226605
vLLM lora_only nu50,19100,0.241811
vLLM lora_only nu50,19110,0.31221
vLLM lora_only nu50,19120,0.195707
vLLM lora_only nu50,19130,0.283827
vLLM lora_only nu50,19140,0.28742
vLLM lora_only nu50,19150,0.250224
vLLM lora_only nu50,19160,0.220633
vLLM lora_only nu50,19170,0.259818
vLLM lora_only nu50,19180,0.217816
vLLM lora_only nu50,19190,0.227487
vLLM lora_only nu50,19200,0.215021
vLLM lora_only nu50,19210,0.243736
vLLM lora_only nu50,19220,0.223089
vLLM lora_only nu50,19230,0.241031
vLLM lora_only nu50,19240,0.275864
vLLM lora_only nu50,19250,0.276953
vLLM lora_only nu50,19260,0.190075
vLLM lora_only nu50,19270,0.301777
vLLM lora_only nu50,19280,0.198589
vLLM lora_only nu50,19290,0.323365
vLLM lora_only nu50,19300,0.315659
vLLM lora_only nu50,19310,0.237836
vLLM lora_only nu50,19320,0.163286
vLLM lora_only nu50,19330,0.249919
vLLM lora_only nu50,19340,0.166672
vLLM lora_only nu50,19350,0.241177
vLLM lora_only nu50,19360,0.217917
vLLM lora_only nu50,19370,0.211465
vLLM lora_only nu50,19380,0.206455
vLLM lora_only nu50,19390,0.182376
vLLM lora_only nu50,19400,0.189885
vLLM lora_only nu50,19410,0.254694
vLLM lora_only nu50,19420,0.243309
vLLM lora_only nu50,19430,0.226057
vLLM lora_only nu50,19440,0.236406
vLLM lora_only nu50,19450,0.169523
vLLM lora_only nu50,19460,0.221156
vLLM lora_only nu50,19470,0.238984
vLLM lora_only nu50,19480,0.254072
vLLM lora_only nu50,19490,0.281269
vLLM lora_only nu50,19500,0.270743
vLLM lora_only nu50,19510,0.239029
vLLM lora_only nu50,19520,0.221013
vLLM lora_only nu50,19530,0.236331
vLLM lora_only nu50,19540,0.255695
vLLM lora_only nu50,19550,0.339813
vLLM lora_only nu50,19560,0.379351
vLLM lora_only nu50,19570,0.211086
vLLM lora_only nu50,19580,0.314937
vLLM lora_only nu50,19590,0.36027
vLLM lora_only nu50,19600,0.275536
vLLM lora_only nu50,19610,0.322841
vLLM lora_only nu50,19620,0.269767
vLLM lora_only nu50,19630,0.218095
vLLM lora_only nu50,19640,0.203946
vLLM lora_only nu50,19650,0.177781
vLLM lora_only nu50,19660,0.264189
vLLM lora_only nu50,19670,0.228617
vLLM lora_only nu50,19680,0.222752
vLLM lora_only nu50,19690,0.192966
vLLM lora_only nu50,19700,0.245492
vLLM lora_only nu50,19710,0.208493
vLLM lora_only nu50,19720,0.247137
vLLM lora_only nu50,19730,0.277956
vLLM lora_only nu50,19740,0.173255
vLLM lora_only nu50,19750,0.206377
vLLM lora_only nu50,19760,0.380234
vLLM lora_only nu50,19770,0.467648
vLLM lora_only nu50,19780,0.382107
vLLM lora_only nu50,19790,0.423337
vLLM lora_only nu50,19800,0.328909
vLLM lora_only nu50,19810,0.251334
vLLM lora_only nu50,19820,0.242717
vLLM lora_only nu50,19830,0.18945
vLLM lora_only nu50,19840,0.237452
vLLM lora_only nu50,19850,0.251974
vLLM lora_only nu50,19860,0.250273
vLLM lora_only nu50,19870,0.276523
vLLM lora_only nu50,19880,0.147154
vLLM lora_only nu50,19890,0.218232
vLLM lora_only nu50,19900,0.198425
vLLM lora_only nu50,19910,0.244762
vLLM lora_only nu50,19920,0.277644
vLLM lora_only nu50,19930,0.253561
vLLM lora_only nu50,19940,0.193193
vLLM lora_only nu50,19950,0.185437
vLLM lora_only nu50,19960,0.303614
vLLM lora_only nu50,19970,0.268072
vLLM lora_only nu50,19980,0.336468
vLLM lora_only nu50,19990,0.206511
vLLM lora_only nu50,20000,0.210337
vLLM lora_only nu100,10,0.916501
vLLM lora_only nu100,20,0.93261
vLLM lora_only nu100,30,0.863699
vLLM lora_only nu100,40,0.759923
vLLM lora_only nu100,50,0.824936
vLLM lora_only nu100,60,0.765969
vLLM lora_only nu100,70,0.750595
vLLM lora_only nu100,80,0.867636
vLLM lora_only nu100,90,0.842837
vLLM lora_only nu100,100,0.78087
vLLM lora_only nu100,110,0.755318
vLLM lora_only nu100,120,0.784072
vLLM lora_only nu100,130,0.766572
vLLM lora_only nu100,140,0.943102
vLLM lora_only nu100,150,0.793192
vLLM lora_only nu100,160,0.749906
vLLM lora_only nu100,170,0.810813
vLLM lora_only nu100,180,0.792203
vLLM lora_only nu100,190,0.710844
vLLM lora_only nu100,200,0.982994
vLLM lora_only nu100,210,0.800191
vLLM lora_only nu100,220,0.836578
vLLM lora_only nu100,230,0.701096
vLLM lora_only nu100,240,0.82122
vLLM lora_only nu100,250,0.707568
vLLM lora_only nu100,260,0.933934
vLLM lora_only nu100,270,0.805183
vLLM lora_only nu100,280,0.822083
vLLM lora_only nu100,290,0.68412
vLLM lora_only nu100,300,0.76536
vLLM lora_only nu100,310,0.725291
vLLM lora_only nu100,320,0.829258
vLLM lora_only nu100,330,0.763709
vLLM lora_only nu100,340,0.751885
vLLM lora_only nu100,350,0.613953
vLLM lora_only nu100,360,0.725213
vLLM lora_only nu100,370,0.681276
vLLM lora_only nu100,380,0.755289
vLLM lora_only nu100,390,0.823266
vLLM lora_only nu100,400,0.71027
vLLM lora_only nu100,410,0.671467
vLLM lora_only nu100,420,0.645345
vLLM lora_only nu100,430,0.767171
vLLM lora_only nu100,440,0.678093
vLLM lora_only nu100,450,0.792091
vLLM lora_only nu100,460,0.715357
vLLM lora_only nu100,470,0.685284
vLLM lora_only nu100,480,0.711875
vLLM lora_only nu100,490,0.62401
vLLM lora_only nu100,500,0.615841
vLLM lora_only nu100,510,0.876596
vLLM lora_only nu100,520,0.669221
vLLM lora_only nu100,530,0.654348
vLLM lora_only nu100,540,0.661091
vLLM lora_only nu100,550,0.699074
vLLM lora_only nu100,560,0.655705
vLLM lora_only nu100,570,0.812424
vLLM lora_only nu100,580,0.684406
vLLM lora_only nu100,590,0.676534
vLLM lora_only nu100,600,0.610223
vLLM lora_only nu100,610,0.698187
vLLM lora_only nu100,620,0.68713
vLLM lora_only nu100,630,0.730455
vLLM lora_only nu100,640,0.722469
vLLM lora_only nu100,650,0.705693
vLLM lora_only nu100,660,0.617532
vLLM lora_only nu100,670,0.691773
vLLM lora_only nu100,680,0.625982
vLLM lora_only nu100,690,0.629745
vLLM lora_only nu100,700,0.797821
vLLM lora_only nu100,710,0.672569
vLLM lora_only nu100,720,0.661079
vLLM lora_only nu100,730,0.626716
vLLM lora_only nu100,740,0.679355
vLLM lora_only nu100,750,0.608911
vLLM lora_only nu100,760,0.777512
vLLM lora_only nu100,770,0.635906
vLLM lora_only nu100,780,0.65371
vLLM lora_only nu100,790,0.635539
vLLM lora_only nu100,800,0.652565
vLLM lora_only nu100,810,0.583362
vLLM lora_only nu100,820,0.765337
vLLM lora_only nu100,830,0.64103
vLLM lora_only nu100,840,0.610564
vLLM lora_only nu100,850,0.579668
vLLM lora_only nu100,860,0.62933
vLLM lora_only nu100,870,0.57644
vLLM lora_only nu100,880,0.749216
vLLM lora_only nu100,890,0.647159
vLLM lora_only nu100,900,0.682473
vLLM lora_only nu100,910,0.581245
vLLM lora_only nu100,920,0.658648
vLLM lora_only nu100,930,0.648146
vLLM lora_only nu100,940,0.708353
vLLM lora_only nu100,950,0.684023
vLLM lora_only nu100,960,0.659121
vLLM lora_only nu100,970,0.628298
vLLM lora_only nu100,980,0.662531
vLLM lora_only nu100,990,0.650923
vLLM lora_only nu100,1000,0.617626
vLLM lora_only nu100,1010,0.71933
vLLM lora_only nu100,1020,0.618316
vLLM lora_only nu100,1030,0.575619
vLLM lora_only nu100,1040,0.509621
vLLM lora_only nu100,1050,0.616717
vLLM lora_only nu100,1060,0.585036
vLLM lora_only nu100,1070,0.71927
vLLM lora_only nu100,1080,0.565671
vLLM lora_only nu100,1090,0.577156
vLLM lora_only nu100,1100,0.593629
vLLM lora_only nu100,1110,0.550278
vLLM lora_only nu100,1120,0.567083
vLLM lora_only nu100,1130,0.679481
vLLM lora_only nu100,1140,0.575507
vLLM lora_only nu100,1150,0.636003
vLLM lora_only nu100,1160,0.489179
vLLM lora_only nu100,1170,0.62362
vLLM lora_only nu100,1180,0.566123
vLLM lora_only nu100,1190,0.577118
vLLM lora_only nu100,1200,0.592124
vLLM lora_only nu100,1210,0.593712
vLLM lora_only nu100,1220,0.487477
vLLM lora_only nu100,1230,0.565282
vLLM lora_only nu100,1240,0.525694
vLLM lora_only nu100,1250,0.668792
vLLM lora_only nu100,1260,0.650177
vLLM lora_only nu100,1270,0.609207
vLLM lora_only nu100,1280,0.555573
vLLM lora_only nu100,1290,0.577073
vLLM lora_only nu100,1300,0.523835
vLLM lora_only nu100,1310,0.549517
vLLM lora_only nu100,1320,0.655138
vLLM lora_only nu100,1330,0.610278
vLLM lora_only nu100,1340,0.599643
vLLM lora_only nu100,1350,0.511743
vLLM lora_only nu100,1360,0.552638
vLLM lora_only nu100,1370,0.541417
vLLM lora_only nu100,1380,0.652234
vLLM lora_only nu100,1390,0.541403
vLLM lora_only nu100,1400,0.514237
vLLM lora_only nu100,1410,0.544725
vLLM lora_only nu100,1420,0.555349
vLLM lora_only nu100,1430,0.506031
vLLM lora_only nu100,1440,0.675555
vLLM lora_only nu100,1450,0.550265
vLLM lora_only nu100,1460,0.535481
vLLM lora_only nu100,1470,0.487092
vLLM lora_only nu100,1480,0.591784
vLLM lora_only nu100,1490,0.51981
vLLM lora_only nu100,1500,0.652325
vLLM lora_only nu100,1510,0.60127
vLLM lora_only nu100,1520,0.567393
vLLM lora_only nu100,1530,0.476315
vLLM lora_only nu100,1540,0.588182
vLLM lora_only nu100,1550,0.518679
vLLM lora_only nu100,1560,0.546901
vLLM lora_only nu100,1570,0.616573
vLLM lora_only nu100,1580,0.568537
vLLM lora_only nu100,1590,0.512095
vLLM lora_only nu100,1600,0.55398
vLLM lora_only nu100,1610,0.540264
vLLM lora_only nu100,1620,0.511293
vLLM lora_only nu100,1630,0.646063
vLLM lora_only nu100,1640,0.569593
vLLM lora_only nu100,1650,0.538957
vLLM lora_only nu100,1660,0.523369
vLLM lora_only nu100,1670,0.502613
vLLM lora_only nu100,1680,0.519268
vLLM lora_only nu100,1690,0.66562
vLLM lora_only nu100,1700,0.515701
vLLM lora_only nu100,1710,0.496234
vLLM lora_only nu100,1720,0.515153
vLLM lora_only nu100,1730,0.513895
vLLM lora_only nu100,1740,0.493591
vLLM lora_only nu100,1750,0.632365
vLLM lora_only nu100,1760,0.525656
vLLM lora_only nu100,1770,0.51162
vLLM lora_only nu100,1780,0.46811
vLLM lora_only nu100,1790,0.573995
vLLM lora_only nu100,1800,0.453894
vLLM lora_only nu100,1810,0.585408
vLLM lora_only nu100,1820,0.578639
vLLM lora_only nu100,1830,0.50258
vLLM lora_only nu100,1840,0.434993
vLLM lora_only nu100,1850,0.52409
vLLM lora_only nu100,1860,0.475999
vLLM lora_only nu100,1870,0.510113
vLLM lora_only nu100,1880,0.56535
vLLM lora_only nu100,1890,0.524861
vLLM lora_only nu100,1900,0.459131
vLLM lora_only nu100,1910,0.549008
vLLM lora_only nu100,1920,0.468437
vLLM lora_only nu100,1930,0.469388
vLLM lora_only nu100,1940,0.587939
vLLM lora_only nu100,1950,0.520393
vLLM lora_only nu100,1960,0.504776
vLLM lora_only nu100,1970,0.446177
vLLM lora_only nu100,1980,0.511633
vLLM lora_only nu100,1990,0.466815
vLLM lora_only nu100,2000,0.569729
vLLM lora_only nu100,2010,0.541005
vLLM lora_only nu100,2020,0.49429
vLLM lora_only nu100,2030,0.506093
vLLM lora_only nu100,2040,0.512103
vLLM lora_only nu100,2050,0.480387
vLLM lora_only nu100,2060,0.546019
vLLM lora_only nu100,2070,0.513283
vLLM lora_only nu100,2080,0.502079
vLLM lora_only nu100,2090,0.456151
vLLM lora_only nu100,2100,0.523539
vLLM lora_only nu100,2110,0.450144
vLLM lora_only nu100,2120,0.56203
vLLM lora_only nu100,2130,0.549293
vLLM lora_only nu100,2140,0.480015
vLLM lora_only nu100,2150,0.426241
vLLM lora_only nu100,2160,0.514386
vLLM lora_only nu100,2170,0.467115
vLLM lora_only nu100,2180,0.5114
vLLM lora_only nu100,2190,0.54299
vLLM lora_only nu100,2200,0.505192
vLLM lora_only nu100,2210,0.462781
vLLM lora_only nu100,2220,0.497852
vLLM lora_only nu100,2230,0.489816
vLLM lora_only nu100,2240,0.47527
vLLM lora_only nu100,2250,0.517695
vLLM lora_only nu100,2260,0.486945
vLLM lora_only nu100,2270,0.534813
vLLM lora_only nu100,2280,0.482202
vLLM lora_only nu100,2290,0.50616
vLLM lora_only nu100,2300,0.496246
vLLM lora_only nu100,2310,0.572746
vLLM lora_only nu100,2320,0.487324
vLLM lora_only nu100,2330,0.462158
vLLM lora_only nu100,2340,0.424853
vLLM lora_only nu100,2350,0.448603
vLLM lora_only nu100,2360,0.440132
vLLM lora_only nu100,2370,0.55647
vLLM lora_only nu100,2380,0.48453
vLLM lora_only nu100,2390,0.482279
vLLM lora_only nu100,2400,0.428546
vLLM lora_only nu100,2410,0.463922
vLLM lora_only nu100,2420,0.452273
vLLM lora_only nu100,2430,0.529471
vLLM lora_only nu100,2440,0.494458
vLLM lora_only nu100,2450,0.502073
vLLM lora_only nu100,2460,0.41969
vLLM lora_only nu100,2470,0.518744
vLLM lora_only nu100,2480,0.453572
vLLM lora_only nu100,2490,0.435727
vLLM lora_only nu100,2500,0.511652
vLLM lora_only nu100,2510,0.488853
vLLM lora_only nu100,2520,0.43479
vLLM lora_only nu100,2530,0.517297
vLLM lora_only nu100,2540,0.468283
vLLM lora_only nu100,2550,0.420723
vLLM lora_only nu100,2560,0.513123
vLLM lora_only nu100,2570,0.490414
vLLM lora_only nu100,2580,0.459758
vLLM lora_only nu100,2590,0.452787
vLLM lora_only nu100,2600,0.456463
vLLM lora_only nu100,2610,0.41806
vLLM lora_only nu100,2620,0.521736
vLLM lora_only nu100,2630,0.445375
vLLM lora_only nu100,2640,0.444555
vLLM lora_only nu100,2650,0.446293
vLLM lora_only nu100,2660,0.412035
vLLM lora_only nu100,2670,0.430499
vLLM lora_only nu100,2680,0.53302
vLLM lora_only nu100,2690,0.497592
vLLM lora_only nu100,2700,0.4725
vLLM lora_only nu100,2710,0.41526
vLLM lora_only nu100,2720,0.492459
vLLM lora_only nu100,2730,0.417312
vLLM lora_only nu100,2740,0.497641
vLLM lora_only nu100,2750,0.480275
vLLM lora_only nu100,2760,0.470119
vLLM lora_only nu100,2770,0.42299
vLLM lora_only nu100,2780,0.435713
vLLM lora_only nu100,2790,0.442754
vLLM lora_only nu100,2800,0.438164
vLLM lora_only nu100,2810,0.516051
vLLM lora_only nu100,2820,0.464054
vLLM lora_only nu100,2830,0.434876
vLLM lora_only nu100,2840,0.448802
vLLM lora_only nu100,2850,0.41301
vLLM lora_only nu100,2860,0.385454
vLLM lora_only nu100,2870,0.447958
vLLM lora_only nu100,2880,0.480353
vLLM lora_only nu100,2890,0.435579
vLLM lora_only nu100,2900,0.433147
vLLM lora_only nu100,2910,0.46346
vLLM lora_only nu100,2920,0.402538
vLLM lora_only nu100,2930,0.535469
vLLM lora_only nu100,2940,0.401965
vLLM lora_only nu100,2950,0.427413
vLLM lora_only nu100,2960,0.438992
vLLM lora_only nu100,2970,0.397226
vLLM lora_only nu100,2980,0.442964
vLLM lora_only nu100,2990,0.552983
vLLM lora_only nu100,3000,0.432794
vLLM lora_only nu100,3010,0.446978
vLLM lora_only nu100,3020,0.455033
vLLM lora_only nu100,3030,0.461177
vLLM lora_only nu100,3040,0.445367
vLLM lora_only nu100,3050,0.514586
vLLM lora_only nu100,3060,0.444158
vLLM lora_only nu100,3070,0.498139
vLLM lora_only nu100,3080,0.417528
vLLM lora_only nu100,3090,0.452253
vLLM lora_only nu100,3100,0.443994
vLLM lora_only nu100,3110,0.465199
vLLM lora_only nu100,3120,0.487356
vLLM lora_only nu100,3130,0.46301
vLLM lora_only nu100,3140,0.440523
vLLM lora_only nu100,3150,0.475233
vLLM lora_only nu100,3160,0.413763
vLLM lora_only nu100,3170,0.383001
vLLM lora_only nu100,3180,0.519046
vLLM lora_only nu100,3190,0.445712
vLLM lora_only nu100,3200,0.441898
vLLM lora_only nu100,3210,0.432126
vLLM lora_only nu100,3220,0.433009
vLLM lora_only nu100,3230,0.424859
vLLM lora_only nu100,3240,0.474274
vLLM lora_only nu100,3250,0.442108
vLLM lora_only nu100,3260,0.428677
vLLM lora_only nu100,3270,0.41274
vLLM lora_only nu100,3280,0.409533
vLLM lora_only nu100,3290,0.415048
vLLM lora_only nu100,3300,0.460333
vLLM lora_only nu100,3310,0.456566
vLLM lora_only nu100,3320,0.43408
vLLM lora_only nu100,3330,0.400121
vLLM lora_only nu100,3340,0.448898
vLLM lora_only nu100,3350,0.42792
vLLM lora_only nu100,3360,0.460778
vLLM lora_only nu100,3370,0.477652
vLLM lora_only nu100,3380,0.458012
vLLM lora_only nu100,3390,0.392323
vLLM lora_only nu100,3400,0.455649
vLLM lora_only nu100,3410,0.469795
vLLM lora_only nu100,3420,0.458227
vLLM lora_only nu100,3430,0.501635
vLLM lora_only nu100,3440,0.451012
vLLM lora_only nu100,3450,0.413166
vLLM lora_only nu100,3460,0.445806
vLLM lora_only nu100,3470,0.477209
vLLM lora_only nu100,3480,0.4203
vLLM lora_only nu100,3490,0.50229
vLLM lora_only nu100,3500,0.46141
vLLM lora_only nu100,3510,0.456075
vLLM lora_only nu100,3520,0.403191
vLLM lora_only nu100,3530,0.405756
vLLM lora_only nu100,3540,0.427449
vLLM lora_only nu100,3550,0.517245
vLLM lora_only nu100,3560,0.456558
vLLM lora_only nu100,3570,0.448509
vLLM lora_only nu100,3580,0.435722
vLLM lora_only nu100,3590,0.376413
vLLM lora_only nu100,3600,0.439287
vLLM lora_only nu100,3610,0.449991
vLLM lora_only nu100,3620,0.45999
vLLM lora_only nu100,3630,0.408074
vLLM lora_only nu100,3640,0.356558
vLLM lora_only nu100,3650,0.416395
vLLM lora_only nu100,3660,0.397767
vLLM lora_only nu100,3670,0.447065
vLLM lora_only nu100,3680,0.468475
vLLM lora_only nu100,3690,0.497964
vLLM lora_only nu100,3700,0.401842
vLLM lora_only nu100,3710,0.424054
vLLM lora_only nu100,3720,0.404922
vLLM lora_only nu100,3730,0.406065
vLLM lora_only nu100,3740,0.481784
vLLM lora_only nu100,3750,0.466438
vLLM lora_only nu100,3760,0.375349
vLLM lora_only nu100,3770,0.459272
vLLM lora_only nu100,3780,0.385361
vLLM lora_only nu100,3790,0.417805
vLLM lora_only nu100,3800,0.52921
vLLM lora_only nu100,3810,0.442763
vLLM lora_only nu100,3820,0.429058
vLLM lora_only nu100,3830,0.407162
vLLM lora_only nu100,3840,0.396136
vLLM lora_only nu100,3850,0.402682
vLLM lora_only nu100,3860,0.469987
vLLM lora_only nu100,3870,0.399079
vLLM lora_only nu100,3880,0.429005
vLLM lora_only nu100,3890,0.391064
vLLM lora_only nu100,3900,0.36177
vLLM lora_only nu100,3910,0.392669
vLLM lora_only nu100,3920,0.428665
vLLM lora_only nu100,3930,0.368423
vLLM lora_only nu100,3940,0.451255
vLLM lora_only nu100,3950,0.411398
vLLM lora_only nu100,3960,0.417843
vLLM lora_only nu100,3970,0.408873
vLLM lora_only nu100,3980,0.434028
vLLM lora_only nu100,3990,0.423104
vLLM lora_only nu100,4000,0.414048
vLLM lora_only nu100,4010,0.396046
vLLM lora_only nu100,4020,0.380707
vLLM lora_only nu100,4030,0.376188
vLLM lora_only nu100,4040,0.406415
vLLM lora_only nu100,4050,0.452463
vLLM lora_only nu100,4060,0.452502
vLLM lora_only nu100,4070,0.360264
vLLM lora_only nu100,4080,0.443272
vLLM lora_only nu100,4090,0.398392
vLLM lora_only nu100,4100,0.377921
vLLM lora_only nu100,4110,0.459194
vLLM lora_only nu100,4120,0.404668
vLLM lora_only nu100,4130,0.431027
vLLM lora_only nu100,4140,0.413747
vLLM lora_only nu100,4150,0.386138
vLLM lora_only nu100,4160,0.396404
vLLM lora_only nu100,4170,0.421741
vLLM lora_only nu100,4180,0.358208
vLLM lora_only nu100,4190,0.39251
vLLM lora_only nu100,4200,0.439141
vLLM lora_only nu100,4210,0.413834
vLLM lora_only nu100,4220,0.403597
vLLM lora_only nu100,4230,0.45997
vLLM lora_only nu100,4240,0.460684
vLLM lora_only nu100,4250,0.417915
vLLM lora_only nu100,4260,0.412165
vLLM lora_only nu100,4270,0.384423
vLLM lora_only nu100,4280,0.392644
vLLM lora_only nu100,4290,0.406496
vLLM lora_only nu100,4300,0.432224
vLLM lora_only nu100,4310,0.406164
vLLM lora_only nu100,4320,0.375666
vLLM lora_only nu100,4330,0.412986
vLLM lora_only nu100,4340,0.398115
vLLM lora_only nu100,4350,0.396736
vLLM lora_only nu100,4360,0.4315
vLLM lora_only nu100,4370,0.414913
vLLM lora_only nu100,4380,0.367517
vLLM lora_only nu100,4390,0.419796
vLLM lora_only nu100,4400,0.402389
vLLM lora_only nu100,4410,0.385742
vLLM lora_only nu100,4420,0.411817
vLLM lora_only nu100,4430,0.427996
vLLM lora_only nu100,4440,0.375233
vLLM lora_only nu100,4450,0.417781
vLLM lora_only nu100,4460,0.386339
vLLM lora_only nu100,4470,0.392064
vLLM lora_only nu100,4480,0.441671
vLLM lora_only nu100,4490,0.410848
vLLM lora_only nu100,4500,0.404445
vLLM lora_only nu100,4510,0.376408
vLLM lora_only nu100,4520,0.346239
vLLM lora_only nu100,4530,0.398038
vLLM lora_only nu100,4540,0.413232
vLLM lora_only nu100,4550,0.375208
vLLM lora_only nu100,4560,0.369026
vLLM lora_only nu100,4570,0.386969
vLLM lora_only nu100,4580,0.372622
vLLM lora_only nu100,4590,0.400223
vLLM lora_only nu100,4600,0.377981
vLLM lora_only nu100,4610,0.425647
vLLM lora_only nu100,4620,0.428765
vLLM lora_only nu100,4630,0.365114
vLLM lora_only nu100,4640,0.383552
vLLM lora_only nu100,4650,0.385595
vLLM lora_only nu100,4660,0.396078
vLLM lora_only nu100,4670,0.450381
vLLM lora_only nu100,4680,0.433144
vLLM lora_only nu100,4690,0.319232
vLLM lora_only nu100,4700,0.43148
vLLM lora_only nu100,4710,0.348606
vLLM lora_only nu100,4720,0.364597
vLLM lora_only nu100,4730,0.442193
vLLM lora_only nu100,4740,0.409527
vLLM lora_only nu100,4750,0.38178
vLLM lora_only nu100,4760,0.371929
vLLM lora_only nu100,4770,0.386209
vLLM lora_only nu100,4780,0.381585
vLLM lora_only nu100,4790,0.437055
vLLM lora_only nu100,4800,0.40326
vLLM lora_only nu100,4810,0.374442
vLLM lora_only nu100,4820,0.409314
vLLM lora_only nu100,4830,0.35706
vLLM lora_only nu100,4840,0.407438
vLLM lora_only nu100,4850,0.401039
vLLM lora_only nu100,4860,0.379225
vLLM lora_only nu100,4870,0.397813
vLLM lora_only nu100,4880,0.352273
vLLM lora_only nu100,4890,0.390665
vLLM lora_only nu100,4900,0.361037
vLLM lora_only nu100,4910,0.432578
vLLM lora_only nu100,4920,0.408065
vLLM lora_only nu100,4930,0.404205
vLLM lora_only nu100,4940,0.393339
vLLM lora_only nu100,4950,0.39492
vLLM lora_only nu100,4960,0.398968
vLLM lora_only nu100,4970,0.400182
vLLM lora_only nu100,4980,0.438399
vLLM lora_only nu100,4990,0.405738
vLLM lora_only nu100,5000,0.37928
vLLM lora_only nu100,5010,0.412828
vLLM lora_only nu100,5020,0.326718
vLLM lora_only nu100,5030,0.388061
vLLM lora_only nu100,5040,0.462141
vLLM lora_only nu100,5050,0.442625
vLLM lora_only nu100,5060,0.382817
vLLM lora_only nu100,5070,0.372476
vLLM lora_only nu100,5080,0.365288
vLLM lora_only nu100,5090,0.347876
vLLM lora_only nu100,5100,0.363846
vLLM lora_only nu100,5110,0.351519
vLLM lora_only nu100,5120,0.377115
vLLM lora_only nu100,5130,0.416219
vLLM lora_only nu100,5140,0.354879
vLLM lora_only nu100,5150,0.374204
vLLM lora_only nu100,5160,0.415517
vLLM lora_only nu100,5170,0.393537
vLLM lora_only nu100,5180,0.410518
vLLM lora_only nu100,5190,0.368244
vLLM lora_only nu100,5200,0.370018
vLLM lora_only nu100,5210,0.341857
